id,project,status,created_at,updated_at,application_round,wallet_address,last_updated,project_id,title,description,website,github_user,project_github,project_twitter,previous_funding,team_size,live_on_other_chains,project_value,improvements_to_existing_project
0x5e06805a8fe15972014a87821e16a032628d882ad3f8245fbdbe804fa8fb227a-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x5e06805a8fe15972014a87821e16a032628d882ad3f8245fbdbe804fa8fb227a,PENDING,2022-11-15 01:31:08,2022-11-15 01:31:08,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x0a46a8cc7f3b478595d8098a2ab3047e21bfe47e,0,20,Racing Snails,"It all started when a family of Snails longed for more out of life.

Setting off one rainy day, Ara, Lira, Cara, and Ero Cascara were determined to find something more than the paced and measured life of an average snail.

The Cascaras were just one family, with a dream to one day take on the racecourse.

After countless days of Adventure and Racing, the Cascaras have found their home on the blockchain - the fastest blockchain (FTM).

Hundreds joined the movement, each having fun and teaching the others a valuable lesson.

Be your best snail. Race to Win! 🏁 🐌",https://racings-snails.vercel.app/,DarkWolf47,,ShellsSquad,No,4,No,"We are aiming to bring some unique GameFi to Fantom, the Racing Snails are the first of their kind.  Our main goal is to bring communities together for some fun Snail Racing as well as encourage newcomers to the Fantom Ecosystem.  The Racing Snails game is a P2E & PVP game, users will be able to bid in PvP to earn FTM.  We want to expand on that, we want to reward users with NFT rewards/upgrades, trophies & prize pools & the potential to pet their snail as part of unique companion experience.   As it stands, we are building to game to achieve all the above but being able to receive funding would help us immensely as we are a small team, but we have a big vision for our project/game. ","No, this is completely original and unique!"
0x5f1844a2ca2da7e9cb28fcd6e164d0d74f0dc3a982e74acfb74a51e487bb7ec0-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x5f1844a2ca2da7e9cb28fcd6e164d0d74f0dc3a982e74acfb74a51e487bb7ec0,PENDING,2022-12-03 21:34:04,2022-12-03 21:34:04,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x007db5de853d723a96e0e28cce72cca897b00ecf,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:117,Encounter by Station Zero X,"Project Description:

Encounter STRATEGY BOARD GAME

A free-to-play space-themed PvP board strategy game similar to chess that runs in your browser.
Crush your enemies to earn Ores. 

Combine different ores to manufacture your own spaceships.

It launched in late 2021 and attracted more than 2,500 players in its closed beta launch.


Grant Details:

Encounter is a project that not only attracted 2500 players so far, it also focuses on fun first.

It is highly strategic and competitive, and it isn't  a ""gimmicks-based"" way to earn tokens like most other blockchain games.

It is going to be open source to benefit Fantom, Gaming, NFT, and the dApps ecosystem and it is already proven to work as our 2500+ players can attest.

This grant will be used to finish the product and successfully launch it so many more can enjoy it.
",https://encounter.station0x.com,,station0x,station0x,"Yes, NFT sale on fantom ",4,No,"Fun first, Sustainable economy, Pure meritocracy, Accessibility, Scalable architecture, Play to earn",
0x663ad57808ea3805aac9c2772381a6103abd16e2b2d0a7a385e1158613c3a0b8-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x663ad57808ea3805aac9c2772381a6103abd16e2b2d0a7a385e1158613c3a0b8,PENDING,2022-11-30 18:10:51,2022-11-30 18:10:51,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xbcbe0c2f3ab715340decf7b444577935599b0f8f,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:73,Fibbo,"Fibbo is an ever expanding artistic community, thanks to the tools and initative that we provide in order to expand talent so that it can have a positive impact on the world. 

The art of expressing your art is the highest premise that defines our vision. At Fibbo, we want to be a decentralized platform where people can be inspired to do their best every day. 

Our mission is to introduce artists tho the new possibilities that arise from the combination of art and technology thanks to the tools that we put at their disposal.",https://fibbo.org,antonicarol,Fibbo-Creative,FibboC,No,4,No,We offer artists and creators a marketplace in a safe and reliable environment combining technology for a more inmersive and safe experience.,
0x66dd9c7abe119d2b305ddb2be3824842c3debfda8c986295f444cc56ab6bd133-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x66dd9c7abe119d2b305ddb2be3824842c3debfda8c986295f444cc56ab6bd133,PENDING,2022-12-01 22:04:33,2022-12-01 22:04:33,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xc424c343554afd6cd270887d4232765850f5e93f,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:26,Equalizer Exchange,"We are an exchange based on the original solidly economic modelling. We have completely adjusted our fees, tokenomics  and mechanisms to compete in the more traditional DEX volume space.

Our aim is to be a liquidity hub for Fantom bringing increased decentralization and real yield to the Governance holders.

Our goal is to give efficient trading opportunities to people across the Fantom network whilst rewarding the people who provide this liquidity and govern the protocol.",https://equalizer.exchange,Hoops,Equalizer-Exchange,@Equalizer0x,No,4,No,We are looking to bring liquidity from other chains. the goal is to create a system that gives people the best place to swap and park liquidity. Our efficient system with inbuilt token utility allows us to draw large amounts of liquidity,"We are a fork of velodrome but have completely reworked the minter, tokenomics, distribution method and fee structure. We are continuing to build extra layers on top."
0x6a27265c6c47ae397e80b037af4fb408ad2d26dc22cefb231bbc555e8570897b-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x6a27265c6c47ae397e80b037af4fb408ad2d26dc22cefb231bbc555e8570897b,PENDING,2022-11-23 21:06:17,2022-11-23 21:06:17,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x52d039d25f0a2f4e5fa8e7ca7f7d8a4891115bbb,0,68,Takepile Protocol,"Takepile is a decentralized perpetual exchange homegrown on Fantom, offering real yield staking opportunities and guaranteed position solvency through its novel “pile” liquidity system and bespoke, in-house-built tech. This allows Takepile to bring several other innovations to the perpetual DEX table, including no funding rates, no false liquidations, infinite market offerings and a robust RnD roadmap that includes custom-built crypto price indices (along the lines of the S&P500, but for crypto). We have a team of operators who are well versed in building and running projects in DeFi who fully bootstrapped Takepile to the point it is at now, where scale is the priority.",https://takepile.com,,,https://twitter.com/takepile_,Private individuals,10,No,"As perpetual DEXs are becoming a larger piece of the narrative after the fall of FTX, traders are searching for opportunities to trade with leverage while maintaining custody of their assets, Takepile is in a unique position to offer traders a way to speculate on assets and passively earn real yield natively on the Fantom ecosystem.",Takepile is not a fork.
0x6c92818348ed005c07a1b04bd08736312f4f293483887bdbb4285051b09182f1-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x6c92818348ed005c07a1b04bd08736312f4f293483887bdbb4285051b09182f1,PENDING,2022-12-04 15:37:14,2022-12-04 15:37:14,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xc4137ee33e81b181fb0a6511835ecef6a6740d97,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:131,Trusta,"1. What
Trusta provides in-depth insight, analysis and evaluation of Web3 users. Our product scans transactions and addresses in major blockchains, supports the projects in ecosystems with analysis of sybil attack risk, fraud risk and identity value of their users. Trusta aims to bring more transparency to Web3 data, enabling the ecosystem to allocate on-chain assets with the right users, other than sybils or bots.
Trusta just won the first place in Gitcoin Open Data Science Hackathon for Sybil Slayer, our report per below: https://gov.gitcoin.co/t/opendata-community-hackathon-results/11943

2. Why
On-chain data is fully open, but also unstructured and explosive, entrepreneurs and teams are badly in need of insights into overall characteristics of their users. Especially many of them attract users using giveaways, airdrops and etc,  informed decision could reduce sybils/bots, and increase quality of their communities.

3. How
Trusta incorporates various modern AI & Graph Mining algorithms and data-driven technologies to bring verifiable on-chain identity.

4. Who
Trusta team is top-tier in the AI and security area. Founders are ex-leaders of Ant Financial (the biggest Fintech company in the world with over 1 billion users)AI and Security Labs and are very experienced with ID verification and fraud prevention with proven records in Ant Financial.",https://www.trustalabs.ai,https://github.com/0x9simon/,,@TrustaLabs,"Yes, angel investors",10 people,Yes,"1. No ready-to-use solution for anti-fraud and sybil prevention in Fantom ecosystem. There are already hundreds of DApps running on Fantom, most of them will need to airdrop their core users. There are Oracles and general data services such as the Graph, Chainlink and etc., but no team covers anti-fraud and sybil prevention sector. Sybils gain tokens with systematic methodologies, they harvest a large number and dump tokens very quickly, causing negative price volatility and taking a toll on the community.  When Fantom community projects are about to airdrop, giveaway or do other promotions, they will need to battle sybils and bots on themselves, and only to find themselves hands tight: few of them would maintain a team of specialized data scientists or developers.  Therefore, Optimism and Gnosis Safe have turned to the community's help for sybil detection, which works to certain extent but was really not efficient. 2. Trusta will serve the unserved and provide unique data services for Fantom Ecosystem.  Trusta founders are top-tier experts in the AI and security area in Web2. Each of them has 10-20 years experience in anti-fraud AI modeling and product development.  The team delivers fast and with high quality in web3 as well. We started Trusta in Octorber 2022,  won the First Place of Gitcoin Opendata Hackathon for sybil slay in Novernmber and will publish a ready-to-use product in December. Trusta's first product (TrustScan) will give sybil risk score and in-depth explanation of every address query, and will also visualize suspicious on-chain transactions.  3. Trusta works in multi chains, and would also bring insights regarding users' behavior in other chains and cross Fantom Web3 users are multi-chain users, sybils work across chains as well. Trusta detects and evaluates users' cross chain behaviors, which will give Fantom community(especially Fantom native Dapps) more insights about users' behavior and will signal sybil/bot addresses for Fantom based on multi-chain data sources.",
0x6ef0feca9d1c1e292265aad6b648452b17500e5f720cf8b2ceeef12944a21fd6-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x6ef0feca9d1c1e292265aad6b648452b17500e5f720cf8b2ceeef12944a21fd6,PENDING,2022-11-23 17:08:39,2022-11-23 17:08:39,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xf0a793024ac47e421eb8c4673212dfcce42f4a97,0,64,VOID,"NEXT GENERATION HYBRID AUTO-REWARDING PROTOCOL

Void the next revolution of DeFi. With the hybrid system of VOID we combine the best parts of REFLECTION, NFTs and OHM models into one unique project never seen before.

Void rewards holders with automatic $DAI Reflection from our Treasury and every transaction made with $VOID, increasing their $DAI holdings over time.",https://void.money,,,@VoidToken_fi,no however we raised during bearmarket around 230k,2,No,We will be the only project that pay stable rewards over time without an inflationary token. We make sure that our investors profit from the whole project. We dont print money out of thin air like many others.,We are not forked code base is unque like the project. We only got inspired by other projects 
0x7060a24dd7142097543661e602c778ba8430f4185fb966916bbd78f786439124-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x7060a24dd7142097543661e602c778ba8430f4185fb966916bbd78f786439124,PENDING,2022-11-19 16:15:14,2022-11-19 16:15:14,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xd91bb1474fbba9069fe72beec398e8689a51de28,0,57,hype Squad,"We are building the first polish DAO community around blockchain and Web3 technology on various social media channels - Twitch, Discord, Twitter, etc. The main idea is to bring blockchain closer to the people, and at the beginning, members will not know that they are using blockchain to form, vote, and decide about the community's future. So the first part is to make the community use blockchain technology without knowing it's some new technology.
",https://goslinggaming.com,,,@HypeSquadDAO,Private person - $5k,7,not but will be cross-chain in the future,"In Poland, there are a lot of people who want to enter the web3 world but the knowledge is really hard to find and we need more educational materials right now. The main goal is education around: knowledge, career, business development, and investment. The project is set up for the long term, and we are presenting a plan for first 12 months. Benefits: - educated people ready to start work in web3 (developers, business managers, marketing, HR, PR, UX/UI etc.) - Businessmen will have interesting opportunities and enter their existing business from web2 to web3 - New projects and initiatives in web3 because people will understand the idea and possibilities - People start investing in web3 startups, tokens, NFT, Gamefi, DeFi, metaverse, new technology",
0x71894888319cdc3a6663265054591155e2f3b1aff9182d46cece22d04a572ed5-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x71894888319cdc3a6663265054591155e2f3b1aff9182d46cece22d04a572ed5,PENDING,2022-12-02 12:23:26,2022-12-02 12:23:26,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x2443871804c69ad7f5fac76c766225ec6f4e541f,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:101,CoinBrain,"CoinBrain is a popular AMM/DEX analytics platform on the BNB Chain used by 30 000+ monthly users. 

CoinBrain is automatically monitoring all transactions on the blockchain and indexing all existing tokens just seconds after their deployment. It enables us to perform precise and nearly real-time analytics of everything that’s going on in the blockchain. 

Our platform also offers a wide range of free developer tools such as APIs, embed widgets or chatbots. More at coinbrain.com/dev-tools 

Currently, we're seeking development support to expand our services also to other popular blockchains.",https://coinbrain.com,,,coinbraincom,No previous funding,4,Live on Ethereum and BNB Chain,"We're expecting a positive impact on 2 different levels: 1) Users will gain an unprecedented level of insight into all coins on the Fantom blockchain. We will help them understand the size and traction of all projects. 2) Fantom developers will get an extremely easy way how to access market data through our Free APIs, Widgets or chatbots. It will help them save time and simplify development in this area.",
0x7216347b07c5a0a4d1cf8a85a490e47d03a67a17da1ad8cc112b2f069c1f7126-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x7216347b07c5a0a4d1cf8a85a490e47d03a67a17da1ad8cc112b2f069c1f7126,PENDING,2022-11-15 02:00:47,2022-11-15 02:00:47,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x5a0705d77de4b6d1a100e8df2a2b98b002eb25f2,0,22,Tutipila,"Tutipila ($Pila) is the first Brazilian project running on the Fantom Opera network.  

$Pila aims to connect petshops, veterinary clinics, sanctuarys, NGOs, pet tutors, and all people from the animal cause in general into a collaborative economy community, using $Pila as a currency.",https://tutipila.com,tutipila,,tutipila,No,1,No,"Tutipila brings the brazilian market to Fantom, and brings real usecase for NFTs to help the animal cause.",
0x732271077ee8a431766b3ed69336a02d3d40b764ef660cf2190ac563bb188aa6-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x732271077ee8a431766b3ed69336a02d3d40b764ef660cf2190ac563bb188aa6,PENDING,2022-11-16 10:10:58,2022-11-16 10:10:58,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x87f385d152944689f92ed523e9e5e9bd58ea62ef,0,38,Rave Names,"Rave Names is the first web3 username system on Fantom. We are re-imagining the future of web3 domains. Currently, we provide .ftm names for 5 FTM, though we plan on expanding. 

The funding from this grant will be used to improve our current services, and advertising. All the funding will be kept in a multisig.",https://rave.domains,Pokesi,rave-names,rave_names ,No,2,No,Cheap and community-driven decentralised digital identity on Fantom,
0x73f350827bf3ebcf57d19343def8ad67e9c316671882999166e553b9f5b3c9c4-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x73f350827bf3ebcf57d19343def8ad67e9c316671882999166e553b9f5b3c9c4,PENDING,2022-12-01 11:28:35,2022-12-01 11:28:35,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x7b6ea87a072be9b11ce975bd6416dbb1727eb0cd,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:100,milestoneBased,"MilestoneBased as a solution is going to impact the Fantom ecosystem influencing mass adoption by raising a level of trust to motivate teams as well as bring more investment players to the Fantom ecosystem, leaving such concepts as scam projects and fraud left in the past.",https://milestonebased.com/,milestoneBasedGrant,,@MilestoneBased,"Power Launch, IDO",11,BSC,"We are developing a full-circle EVM/Web3 platform where startups can be connected to investors and raise their funding and manage the roadmap efficiently. At the same time, investors can find their perfect portfolio fit, help the project as a value add-investor, and accelerate the path to their desired ROI",
0x7794dc4b921e8094c36fc36d7fe05d4c72c035051b68310cb643693da312ce1a-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x7794dc4b921e8094c36fc36d7fe05d4c72c035051b68310cb643693da312ce1a,PENDING,2022-12-02 12:57:46,2022-12-02 12:57:46,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xe40ba4067770390de26e112bbc30d40fe6cacce4,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:115,Fractal Studios,"Fractal Studios is a cutting edge research and development firm committed to changing the world one crypto project at a time. Our ecosystem of dapps and games is supported by our lightweight liquidity-mining token, Random (RNDM). Available on Fantom Opera, Polygon, and Avalanche, RNDM aims to dominate the market with low-gas transactions and feature-rich codebase, all while rewarding its holders with no-lock staking at a minimum of 12% annual apr. As Fractal Studios grows, there will continue to be new use cases developed, and given its cross-chain capabilities, it is an ideal candidate to expand to supporting other projects’ ecosystems.

We have released a number of products over the course of the past year, including:

TheGenerative.Network which provides permanent, passive income immutably via smart contract. Users purchase generators with the token of their choice (currently DAI, FTM, FUSD, USDC or SPIRIT) which, utilizing an auto-balancing function, will continuously provide the owner daily returns in the token used to make the purchase.


LetsConquer.Earth is a yield earning strategy game based on global domination. With influences from classic board games such as Risk & Settlers of Catan, this game provides users the opportunity to have some fun while earning crypto. Conquer countries, spread your message, create allies, and collect all dropped items to become Grand Champion, granting you a percentage of the rewards pool for as long as you remain the reigning champ.

SAGA, or Stable Aggregation Asset, is a permissionless stable asset vault that allows users to wrap their stablecoin into a new one. This allows users to safely store their assets while also offering a zero cost, no fee way to arbitrage stable assets. This product is provided as a service for everyone and, as such, is free to use and has no hidden fees.

Our flagship digital trading card game, Lexicon: The Chaos of Cantor, is currently in development. Taking inspiration from classic trading card games such as Pokemon & Magic: The Gathering, Lexicon will transport players back to yesteryear and recreate the feelings of anticipation and excitement surrounding traditional trading card games. Whether it’s buying packs, trading cards with friends, building a killer deck, or the gameplay itself, this promises to scratch that childhood itch. The cards feature art from multiple talented artists, including some of the biggest names in Fantom NFTs, and the lore is second to none. Of course, there is a lot more to a card game than the story and art, and you can rest assured that we are making absolutely certain that gameplay is properly balanced. And with multiple rarities and classes, gameplay will be constantly evolving as players create new tactics and strategies.

As you can see, we have been busy, but we still have so many more plans. Help us make those ideas come to fruition sooner by supporting us in our journey to make crypto fun and accessible to all. All of us at Fractal Studios thank you for your consideration.
",https://FractalStudios.io,,,fractalsfun,No,6,Polygon & Avalanche,Fractal Studios is committed to developing high quality products and innovative web3 solutions for members of the Fantom community and beyond. Many of our products are free of charge as a service to the community and an effort to increase accessibility of crypto for all.,
0x7eabdcd9c0b212922aa01c835e98fce37a688868141d27b54e638fce7c459e9a-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x7eabdcd9c0b212922aa01c835e98fce37a688868141d27b54e638fce7c459e9a,PENDING,2022-11-14 20:46:26,2022-11-14 20:46:26,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xbb2ca652fefc9b65111fecbf65b3bc7016720aa8,0,15,Plena Finance ,"A Revolutionary Crypto Wallet made for DeFi, NFT, Metaverse & Web3. 

- Easy Swaps
- No Blockchain Native Token Needed
-Single Tap Solutions 

We provide our users with a cool non-custodial crypto wallet where they can buy crypto from any token they hold on any blockchain without swapping or holding blockchain’s native token. We are on a mission to drastically improve the crypto user experience and we’re proud to say that Plena will stand at the heart of this new wave. Perform swapping, lending, staking in liquidity pools, bridge assets at ease or buy & sell NFTs with just a tap on the Plena Finance app.
",https://plena.finance/,Plenafinance,,PlenaFinance,"Yes some of our investors are: Big Brain Holdings, ARK 36, OXO Capital, DEC Ventures, Poolz ventures",16 ,Yes ,"Plena brings Fantom ecosystem users with a seamless user experience when interacting with any web3 applications. Currently the only people who use blockchain applications are techies, and the reason is that users have to learn how the blockchain works to use any blockchain application. Even tasks like providing liquidity to a pool on a Dex take 7-8 transactions which are too complex and time-consuming for an average user. Plena Finance solves this problem by providing its users with a centralized application like one-tap user experience where they don’t need to learn how a blockchain works before using any blockchain application. We can also incentivize our 40,000+ users to move their funds from different blockchains to Fantom, bringing more users and liquidity to the Fantom blockchain.",
0x7ec42b28f5f3ad01a3c354461c0a124f1072c83db3b0645a94b6815a73fe892e-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x7ec42b28f5f3ad01a3c354461c0a124f1072c83db3b0645a94b6815a73fe892e,PENDING,2022-12-02 10:52:04,2022-12-02 10:52:04,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xf28ef4580f514eca5c1b75d0db9b0cb6d62d83ef,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:110,Oswap,"A Decentralized Single-Currency-LP NFT AMM Protocol.

1. One Collection, One Curve. 

2. Support two trading methods, instant trading & pending order trading. 

3. Single-Currency-LP, build a solid NFTFi foundation with innovative ways to add liquidity.

4. Multi-role contributors to expand the boundaries of community numbers.",https://oswap.exchange,The-dLab,,OmnichainSwap,NO.,6,NO.,"The ability to bring a very large number of NFT trading users to the Fantom ecosystem.  For project owners: Project parties need an NFT trading platform that can solveing liquidity. Project parties need more people to participate than just the whales.  For users: Users need to be able to buy and sell quickly to complete transactions on a platform that is not in the traditional order book format.  Users need to be able to participate in the sale and purchase of blue-chip NFT, as a NFT is very expensive, ordinary users simply can not afford to buy, but through Oswap-AMM, users can participate in the sale and purchase of blue-chip NFT and participate as an LP and provide liquidity.  For other users, such as holders, market makers, etc., they all can participate in the process and get revenue.",
0x7f71b6b644ab43049ea3d8d8ed454bff72b60e280a9c6e314e701a58150ed62a-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x7f71b6b644ab43049ea3d8d8ed454bff72b60e280a9c6e314e701a58150ed62a,PENDING,2022-11-19 11:38:46,2022-11-19 11:38:46,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x0d7c34fe3e08bfd7d0fc2d8f4d83e3493a8d6269,0,56,NinjaYielder,"Profit takiing vault strategies. 


Our Profit Taking Vault Strategies work similarly to an auto-compounder where we harvest the farm rewards and efficiently sell them to a chosen Profit Token. 

You can Take Profits at any time without affecting your position, providing tax-efficient farming with better downside protection than auto-compounding.

Current Profit Tkens are USDC, USDT, WFTM but we are considering external protocol tokens such as OATH, BOO, LQDR, DEUS etc

This is a brand new project, written from scratch and we started building in public on September 19th 2022. We have a public alpha and are creating a small but awesome community on our discord.

We are open to suggestions and have already delivered three suggested features from community members, come and get involved and help dictate the future direction of NinjaYielder!

https://discord.yielder.ninja


",https://yielder.ninja,,,NinjaYielder,No,1,No,First Profit Taking Vaults on chain,The Vaults are a combination of MasterChef and Reaper farm 1.4 vault.
0x80ce1332dac2fd7b408ea6df4798e0b99fd973d05168d917126af0dcf4f99bc3-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x80ce1332dac2fd7b408ea6df4798e0b99fd973d05168d917126af0dcf4f99bc3,PENDING,2022-12-02 08:36:15,2022-12-02 08:36:15,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x7d658841f8ba93299970f6e765c2ce205f1e70dd,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:29,Loanshark,"Loanshark is a borrowing aggregator that enables automated borrowing position management.

",https://loanshark.tech,loansharktech,loansharktech,loansharktech,No,5,Yes (Testnet),"We will reduce the interest fees paid by borrowers by aggregating different lending platforms on Fantom and increase their usage by offering automated borrowing position management. Instead of being a competitor to existing platforms, we complement these platforms by offering additional functionalities on top of them. We have already launched our closed beta and will be launching our public testnet on Fantom.",
0x83d76b0b83a06307811eefa0d1191107706d6738dddd1f865875c44f12c86994-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x83d76b0b83a06307811eefa0d1191107706d6738dddd1f865875c44f12c86994,PENDING,2022-12-02 10:43:16,2022-12-02 10:43:16,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xf7c4f2b89e47a63b9089622a91295b49e950637e,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:114,A Fantoman & Fantomonstre,"Mission: To have a new (unmanipulated and very low-risk)self-sustained way for Fantom users to earn extra income via a relaxing strategy game with creatures on the chain. That will keep Fantom's ecosystem users engaged and educated especially in the BEAR Market.

The grant is mainly used for 3rd party auditioning, building the community, and the development and operation costs before we can be self-sustained.

The project is to create living creatures that are fully built on the chain for relaxing gaming and much more. Fantoman (trainer) & Fantomonstre (creature) token complies with ERC721 standard and 'LifeCycle' (LNFT). It means they have their unique 'Life Cycle' in the contract (the law of life is immutable). The Fantomonstre started with an egg, grew, and evolve based on the training and food given with the transactions from time to time. It will die and resume back to an egg if not taken care of (you can also delegate/loan to another wallet) or get too old. It is a brand new concept that has 'living creatures' in the blockchain. FTM has the speed and very low fee to make this fully on-chain. Spent some time with your Fantomonstre and they will help you to earn $FTM via tournaments and leagues. These will help Fantom Opera to maintain user engagement through the bear market (It is like working at 'McDonald'). Since it is fully written in FTM contracts and stays in the blockchain forever, any project team could cross-collaborate with this project. E.g. Paintswap, 8BIT, etc.

The project is aimed at self-sustaining. The treasury will receive $FTM from the advertisement, social spending in the game, and tickets for events and tournaments and 100% of it will fund the reward for the Fantoman that raises their Fantomonstre and compete or work for the Fantom World (operate like decentralized Google, Facebook/Meta model). The project can be bootstrapped by any sponsors sending funds to the project treasury for the reward. Besides, the game will include an interesting, growing story based on the historical events that happened in Fantom, attracting, guiding, and educating new users about DeFi, risk, safety measures, etc.

I plan to have a fair launch minting and target the 'long tail' of Fantom users (small wallets, or new small investors who hold $FTM in their bags). No ERC20 token has been planned because it is easily been manipulated and is against my target audience. Only $FTM serves as the currency. In other words, it adds utility to $FTM too.",https://onthewaytofantom.github.io/MonstreTest/,onthewaytofantom,,@0xOtw,no,3,no,To cover the 'long tail' Fantom's users (with small wallet) engaged especially during BEAR market and have a new way of earning income.,
0x859f136b28ad4ec0352c8453c4f47e2a92ddcba1aa7bcde69e85577d1c6b335e-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x859f136b28ad4ec0352c8453c4f47e2a92ddcba1aa7bcde69e85577d1c6b335e,PENDING,2022-11-29 20:05:35,2022-11-29 20:05:35,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xd2c6f90133dfb6dc74ea788044a748563b5f6d11,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:90,Grey Market,"The Grey Market is a digital content wholesaler that makes it possible for anyone to own and operate their own webstore selling crowdsourced digital items, represented as ERC1155 NFTs.
Our Factory makes it easy for anyone to store encrypted files on the Interplanetary File System, and generate a contract for minting NFTs that contain the necessary keys for unlocking those files using our standalone Web3 enabled e-reader and media player.",https://grey-market.gitbook.io/greymarket/,,,,No,4,No,"The Grey Market is a proof-of-concept marketplace designed around a new NFT standard being developed by members of the team. This new standard aims to build on concepts introduced in ERC1155, in order to make it possible to store encrypted files on the Interplanetary File Sytem, and then mint NFTs that have the keys for unlocking those files embedded in their metadata. This opens up an entirely new market for NFTs, since this standard makes it possible to store any type of file on IPFS, including e-books, movies, music, and more, which can then be marketed and sold as NFTs. Since the files are stored under encryption, it’s not possible for anyone to get unauthorized access to the underlying IP.",
0x8bbbc891b96e11a578be3e6d6cc94d6a63730bf3d7d236e1db482d2339f42a75-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x8bbbc891b96e11a578be3e6d6cc94d6a63730bf3d7d236e1db482d2339f42a75,PENDING,2022-12-02 06:35:48,2022-12-02 06:35:48,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xeeec0e4927704ab3bbe5df7f4effa818b43665a3,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:111,Degen Dwarfs,"The Degen Dwarfs project is centered around DeFi education. Our NFTs contain refrences to DeFi rugs, and our mission is to educate the public to end rugs. We host and iron out education sessions within our community and deliver these sessions to other communities who we collaborate with. Some of our previous education sessions include:
- Etherscan 101
- Etherscan 210
- Liquidity 101
- Wallets 101
- Arbitrum Odyssey Community Walkthrough
We seek a grant to expand our education sessions into the Fantom Ecosystem. Our existing education sessions like Etherscan 101, have previously included examples from FantomScan. Fantom is an ideal network to educate with hands on examples due to the low gas fees and vibrant DeFi and NFT ecosystems. Our discord is open to the public and we always ask for community feedback on topics for future sessions. With this grant we could further our educational reach and produce more education sessions, which would continue to be free for anyone interested.
Here is a link to some of the past education sessions that were recorded: https://degendwarfs.gitbook.io/degen-dwarfs/guild-features-and-roadmap/crypto-education
",https://degendwarfs.io,,,https://twitter.com/DegenDwarfs,no,8,yes - ethereum,education on using crypto and defi,n/a
